,name,lat_grid,lon_grid,view_possible
837,799. Östliche Eisentalerspitze (2753 m),47.07972222,10.1,False 
838,800. Pic de Valsenestre (2752 m),44.88666667,6.0675,False 
839,802. Pte Percée (2750 m),45.95555556,6.55611111,True 
840,803. Birkkarspitze (2749 m),47.41111111,11.43777778,False 
841,804. Alplerspitz / Mardatsch (2748 m),46.76166667,11.30111111,False 
842,805. Sommet de La Frema (2747 m),44.15194444,6.69861111,False 
843,806. Hochwildstelle (2747 m),47.335,13.83083333,False 
844,807. Corno del Lago (2747 m),45.67083333,7.78305556,True 
845,808. Hochwart (2746 m),46.79083333,11.31888889,False 
846,809. Cima Bocche (2745 m),46.35416667,11.75222222,False 
847,810. Jakobsspitze (2745 m),46.76305556,11.49166667,False 
848,811. Sadnig (2745 m),46.94111111,12.98916667,False 
849,812. Hochwanner (2744 m),47.39611111,11.05583333,False 
850,813. Roteck (2742 m),47.23,13.85055556,False 
851,814. Ärmighore (2742 m),46.54166667,7.71361111,False 
852,815. Madom Gröss (2741 m),46.36666667,8.83111111,False 
853,816. Cima Carnera (2741 m),45.855,7.97027778,True 
854,817. Škrlatica (2740 m),46.43277778,13.82111111,False 
855,818. Kasereck (2740 m),47.2375,13.77166667,False 
856,819. Schenadüi (2738 m),46.5525,8.74861111,False 
857,820. Spitzhorli (2737 m),46.26444444,7.98055556,False 
858,821. Monte Zucchero (2735 m),46.35416667,8.71416667,False 
859,822. Kaltwasserkarspitze (2733 m),47.40305556,11.45055556,False 
860,823. Dremelspitze (2733 m),47.235,10.59583333,False 
861,824. Pic des Cabottes (2732 m),45.24194444,6.06388889,True 
862,825. Clot de la Cime (2732 m),44.81666667,6.72194444,True 
863,826. Monte Borga (2731 m),46.09305556,10.20833333,False 
864,827. Dzerbion /Monte Zerbion (2720 m),45.78833333,7.66388889,True 
865,828. Le Grand Coin (2729 m),45.34611111,6.40222222,True 
866,829. Kesselspitze (2728 m),47.10055556,11.36472222,False 
867,830. Bergwerkskopf  (2728 m),47.225,10.60916667,False 
868,831. Sas de Mezdi / La Mesola (2727 m),46.47194444,11.8775,False 
869,832. Pizzo di Claro (2727 m),46.29583333,9.05555556,False 
870,833. Pizzo di Prata (2727 m),46.2775,9.45555556,False 
871,834. Großer Bettelwurf (2726 m),47.34416667,11.52,False 
872,835. Hirzer (2725 m),47.21777778,11.66305556,False 
873,836. Schmalzkopf (2724 m),46.93138889,10.53583333,False 
874,837. Weiße Wand (2722 m),46.94583333,11.81361111,False 
875,838. Hochwand (2719 m),47.35861111,11.01583333,False 
876,839. Spitzkofel (2717 m),46.77222222,12.74333333,False 
877,840. Serles (2717 m),47.12388889,11.38111111,False 
878,841. Ortstock (2716 m),46.92527778,8.94805556,False 
879,Valisera (2716 m),46.96083333,9.95583333,False 
880,842. Cima Ambrizzola (2715 m),46.47916667,12.09805556,False 
881,843. Colàc (2715 m),46.44138889,11.7825,False 
882,844. Watzmann (2713 m),47.555,12.92305556,False 
883,845. Pizzo Straciugo (2713 m),46.13222222,8.12083333,False 
884,846. Croda da Campo (2712 m),46.58944444,12.43416667,False 
885,847. Weißeck (2711 m),47.1625,13.39416667,False 
886,848. Mont Saint-Sauveur (2711 m),44.16472222,7.13555556,False 
887,849. Mont Gond (2710 m),46.28555556,7.26361111,True 
888,850. Pic de Bure (2709 m),44.62666667,5.935,False 
889,851. Hochkreuz (2709 m),46.815,13.07416667,False 
890,852. Gsür (2708 m),46.51083333,7.51972222,False 
891,853. Coston di Slavaci (2708 m),46.26222222,11.71694444,False 
892,854. Cima dei Preti (2706 m),46.3425,12.42083333,False 
893,855. Penser Weißhorn (2705 m),46.80194444,11.39555556,False 
894,856. Pizzo Montalto (2705 m),46.0975,8.13305556,False 
895,857. Rote Wand (2704 m),47.18638889,9.985,False 
896,858. Monte Fraiteve (2702 m),44.97722222,6.86138889,False 
897,859. Waldhorn (2702 m),47.29611111,13.8175,False 
898,860. Rotsandnollen (2700 m),46.80055556,8.34388889,False 
899,861. Cima Iuribrutto (2697 m),46.35916667,11.76527778,False 
900,862. Großer Lafatscher (2696 m),47.34555556,11.45277778,False 
901,863. Monte Peralba (2694 m),46.62944444,12.71944444,False 
902,864. Piz de Groven (2694 m),46.31833333,9.15916667,False 
903,865. Grand Coyer (2693 m),44.10055556,6.69027778,False 
904,866. Tête du Colonney (2692 m),45.97166667,6.69083333,True 
905,867. Ilmspitze (2692 m),47.05722222,11.33027778,False 
906,868. Große Kinigat / Monte Cavallino (2689 m),46.67527778,12.52444444,False 
907,869. Piz Pian Grand (2689 m),46.4175,9.15555556,False 
908,870. Aigs de la Pennaz (2688 m),45.745,6.69944444,True 
909,871. Hochfeind (2687 m),47.18722222,13.495,False 
910,Schwabenalpenkopf (2687 m),46.64527778,12.28666667,False 
911,872. Grand Mont (2686 m),45.63194444,6.53722222,True 
912,873. Cima del Serraglio (2685 m),46.59277778,10.24222222,False 
913,874. Deichselspitze (2684 m),47.27027778,13.82222222,False 
914,875. Chapeau de Gendarme (2682 m),44.33833333,6.66583333,False 
915,876. Leutascher Dreitorspitze (2682 m),47.40055556,11.12444444,False 
916,877. Hochstadel (2681 m),46.76,12.85722222,False 
917,878. Mosermandl (2680 m),47.20611111,13.39611111,False 
918,879. Mangart (2679 m),46.43944444,13.65472222,False 
919,880. Spullerschafberg (2679 m),47.17388889,10.07583333,False 
920,881. Pta Tempesta (2679 m),44.42194444,7.13833333,False 
921,882. Cima di Santa Maria (2678 m),46.21277778,10.95083333,False 
922,883. Gaflunakopf (2676 m),47.06388889,10.13472222,False 
923,884. Piz della Forcola (2675 m),46.31638889,9.29333333,False 
924,885. Mont Pépoiri (2674 m),44.11083333,7.20277778,False 
925,886. Mont Rougnous (2673 m),44.18416667,6.87388889,False 
926,887. Elendberg (2672 m),47.28388889,13.74694444,False 
927,888. Ballunspitze (2671 m),46.95527778,10.135,False 
928,889. Stübele / Stubele (2671 m),46.46777778,10.93666667,False 
929,890. Sas Ciampac / Ciampatsch (2671 m),46.56305556,11.83527778,False 
930,891. Le Grand Miceau (2669 m),45.37111111,6.21222222,True 
931,892. Monte Duranno  (2668 m),46.32888889,12.40277778,False 
932,893. Südliche Sonnenspitze (2668 m),47.38666667,11.47777778,False 
933,894. Jôf Fuart / Wischberg / Viš (2666 m),46.43055556,13.49138889,False 
934,895. Les Avoudrues (2666 m),46.10111111,6.81305556,True 
935,896. Monte Bruffione (2665 m),45.94222222,10.49138889,True 
936,897. Monte Cernera (2664 m),46.46888889,12.05833333,False 
937,898. Toblacher Pfannhorn (2663 m),46.78388889,12.28416667,False 
938,899. Hohe Munde (2662 m),47.34777778,11.07194444,False 
939,900. Grünstein (2661 m),47.34888889,10.92138889,False 
940,901. Pte Rousse des Chambres (2660 m),46.11277778,6.82027778,True 
941,902. Pizzo Giezza (2658 m),46.17916667,8.19666667,False 
942,903. Piz Toissa (2657 m),46.61861111,9.525,False 
943,904. Großer Krottenkopf (2656 m),47.31166667,10.35583333,False 
944,905. Ilmenspitze /Cima degli Olmi (2656 m),46.48194444,10.96388889,False 
945,906. Selbhorn (2655 m),47.44694444,12.96361111,False 
946,907. Sommet du Guiau (2654 m),45.02,6.67361111,False 
947,908. Faulkogel (2654 m),47.21611111,13.3725,False 
948,909. Schönfeldspitze (2653 m),47.45805556,12.9375,False 
949,Tullen (2653 m),46.65361111,11.775,False 
950,910. Männliflue (2652 m),46.55138889,7.54638889,False 
951,911. Hohes Licht (2651 m),47.28027778,10.27611111,False 
952,912. Pta Marguareis (2650 m),44.17388889,7.68444444,True 
953,913. Le Chenaillet (2650 m),44.90222222,6.74055556,False 
954,914. Braunarlspitze (2649 m),47.22944444,10.06444444,False 
955,915. Averau (2649 m),46.50083333,12.03694444,False 
956,916. Jalovec (2645 m),46.42166667,13.67972222,False 
957,917. Crête des Crousas (2645 m),44.72305556,6.66055556,True 
958,918. Zimba (2643 m),47.09138889,9.78888889,False 
959,919. Heiterwand (2639 m),47.31444444,10.73444444,False 
960,920. Hocheck (2638 m),47.23611111,13.72416667,False 
961,921. Kleiner Solstein (2637 m),47.3025,11.32444444,False 
962,922. Birnhorn (2634 m),47.47472222,12.73388889,False 
963,923. Crêt du Rey (2633 m),45.60138889,6.59944444,True 
964,924. Urbeleskarspitze (2632 m),47.33666667,10.46861111,False 
965,925. Großstein (2632 m),47.23777778,10.49444444,False 
966,926. Rüfispitze (2632 m),47.19111111,10.18222222,False 
967,927. Monte Mongioie (2630 m),44.175,7.78555556,False 
968,928. Munt Buffalora (2630 m),46.62694444,10.25,False 
969,929. Ultner Hochwart (2627 m),46.51166667,10.99972222,False 
970,930. Blutspitze / Steinkarspitze (2626 m),47.24972222,13.68583333,False 
971,931. Monte Pradella (2626 m),45.99222222,9.85055556,False 
972,932. Cima d'Auta Orientale (2624 m),46.40055556,11.88611111,False 
973,933. Valschavielberge (2624 m),47.00944444,10.12666667,False 
974,934. Le Rissiou (2622 m),45.18361111,6.06805556,True 
975,935. Greifenberg (2618 m),47.28916667,13.78972222,False 
976,936. Monte Stelle delle Sute (2616 m),46.21083333,11.53333333,False 
977,937. Grande Balmaz (2616 m),45.89333333,6.49666667,True 
978,938. Piz Cavradi (2614 m),46.6325,8.69555556,False 
979,939. Pizzo dell'Alpe Gelato (2613 m),46.24972222,8.44416667,False 
980,940. Le Gros Têt (2613 m),45.07527778,6.23972222,False 
981,941. Cima Bianca (2612 m),46.38777778,8.8125,False 
982,942. Monte le Stelière (2612 m),44.26583333,7.10722222,False 
983,943. Foostock / Ruchen (2611 m),46.95666667,9.24472222,False 
984,944. Monte Legnone (2609 m),46.09472222,9.41472222,False 
985,945. Sommet d'Assan (2609 m),44.68555556,6.73611111,False 
986,946. Mittlere Jägerkarspitze (2608 m),47.35361111,11.37583333,False 
987,947. Hochkalter (2607 m),47.56944444,12.86666667,False 
988,948. Cima del Rouss (2604 m),44.32111111,7.0,False 
989,949. Campanile Ciastelin (2602 m),46.51083333,12.37722222,False 
990,950. Becco di Mezzodì (2602 m),46.46666667,12.11444444,False 
991,951. Schafseitenspitze (2602 m),47.10277778,11.55444444,False 
992,952. Razor (2601 m),46.41194444,13.79194444,False 
993,953. Monte Cabianca (2601 m),46.01,9.86694444,False 
994,954. Monte Mars (2600 m),45.63333333,7.91527778,True 
995,955. Silberpfennig (2600 m),47.08916667,13.04166667,False 
996,956. Großer Knallstein (2599 m),47.32,13.97694444,False 
997,957. Vorder Grauspitz (2599 m),47.05277778,9.58111111,False 
998,958. Biberkopf (2599 m),47.27055556,10.23277778,False 
999,959. Le Catogne (2598 m),46.05416667,7.11083333,True 
1000,960. Zellinkopf (2597 m),46.89416667,12.95138889,False 
1001,961. Großer Hundstod (2594 m),47.5125,12.88666667,False 
1002,962. Roc du Bécoin (2594 m),45.49277778,6.66388889,True 
1003,963. Gametzalpenkopf (2594 m),46.68916667,12.10888889,False 
1004,964. Pizzo Paglia (2593 m),46.23166667,9.21916667,False 
1005,965. Monte Forno / Gorio (2593 m),46.29527778,8.32361111,False 
1006,966. Hochvogel (2592 m),47.37972222,10.43694444,False 
1007,967. Zwölferspitz (2592 m),46.66166667,12.72833333,False 
1008,968. Eggenkofel (2591 m),46.73861111,12.67805556,False 
1009,969. Rupprechtseck (2591 m),47.23944444,14.00138889,False 
1010,970. Kanin (2587 m),46.36,13.43833333,False 
1011,971. Monte Terza Grande (2586 m),46.52694444,12.62138889,False 
1012,972. Monte Cridola (2581 m),46.42638889,12.48666667,False 
1013,973. Hochspitz / M. Vancomun (2581 m),46.65722222,12.66861111,False 
1014,974. Ruitelspitze (2580 m),47.25555556,10.44611111,False 
1015,975. Mont Triboulet (2578 m),44.20611111,6.86583333,False 
1016,976. Türchlwand (2577 m),47.15083333,13.0325,False 
1017,977. Plose (Große Gabler) (2576 m),46.68972222,11.76305556,False 
1018,978. Stätzerhorn (2575 m),46.75583333,9.51222222,False 
1019,979. Cima delle Buse (2574 m),46.18611111,11.49805556,False 
1020,980. Pfannenstock (2573 m),46.96166667,8.91138889,False 
1021,981. Westlicher Johanneskopf (2573 m),47.21027778,10.0225,False 
1022,982. Torrione dei Longerin (2571 m),46.62916667,12.56138889,False 
1023,983. Setsas (2571 m),46.51944444,11.9575,False 
1024,984. Kanjavec (2569 m),46.36027778,13.80972222,False 
1025,985. Tête du Collier (2567 m),44.71722222,5.96416667,False 
1026,986. Maurerkopf (2567 m),46.71277778,12.03388889,False 
1027,987. Schiara (2565 m),46.23,12.18222222,False 
1028,988. Hinter Planitzer (2562 m),47.21777778,12.63694444,False 
1029,989. Grand Galbert (2561 m),45.09055556,5.95972222,True 
1030,990. Grintovec (2558 m),46.35694444,14.53611111,False 
1031,991. Kreuzjoch (2558 m),47.25138889,11.98277778,False 
1032,992. Monte Bo (2556 m),45.71416667,7.99888889,True 
1033,993. Wolayer Seekopf / Monte Capolago (2554 m),46.60611111,12.86083333,False 
1034,994. Pizzo Tre Signori (2554 m),46.01194444,9.52833333,False 
1035,995. Modeon del Buinz (2554 m),46.41666667,13.47111111,False 
1036,996. Namloser Wetterspitze (2553 m),47.32305556,10.64166667,False 
1037,997. Kirchlispitzen (2552 m),47.03888889,9.76944444,False 
1038,998. Tàmer Piccolo (2550 m),46.31055556,12.12194444,False 
1039,999. Concarena (Cima della Bacchetta) (2549 m),46.01083333,10.28,False 
1040,1000. Monte Brentoni (2548 m),46.51277778,12.56583333,False 
1041,1001. Le Tarent (2548 m),46.38222222,7.1475,True 
1042,1002. Monfalcon di Montanaia (2548 m),46.40444444,12.48611111,False 
1043,1003. Sass de Mura (2547 m),46.16361111,11.92527778,False 
1044,1004. Rosso di Ribia (2547 m),46.26111111,8.52972222,False 
1045,1005. Prisojnik (2547 m),46.42527778,13.77,False 
1046,1006. Hochnissl (2547 m),47.36722222,11.61805556,False 
1047,1007. Les Aig.ttes (2547 m),45.18388889,6.125,True 
1048,1008. Crest / Monte Cresto (2546 m),45.68083333,7.91,True 
1049,1009. L'Aig. Rouge (2545 m),45.04611111,6.64444444,False 
1050,1010. Predigstuhl (2543 m),47.26194444,13.91138889,False 
1051,1011. Monte Talvena (2542 m),46.26611111,12.15583333,False 
1052,1012. Giferspitz (2542 m),46.45111111,7.35333333,False 
1053,1013. Mohnenfluh (2542 m),47.23222222,10.10222222,False 
1054,1014. Pöngertlekopf & Pfaffeneck  (2539 m),47.17416667,10.03444444,False 
1055,1015. Östliche Karwendelspitze (2537 m),47.445,11.42194444,False 
1056,1016. Pizzo Cavregasco (2535 m),46.23944444,9.27638889,False 
1057,1017. Glogghüs (2534 m),46.76055556,8.2625,False 
1058,1018. Hochwang (2534 m),46.87416667,9.63305556,False 
1059,1019. Pte de Comborsier (2534 m),45.61027778,6.51555556,True 
1060,1020. Großer Widderstein (2533 m),47.28472222,10.12916667,False 
1061,1021. Cima Quarazza (2530 m),46.12972222,11.57,False 
1062,1022. Cima Coltorondo (2530 m),46.25583333,11.63805556,False 
1063,1023. Gurpitscheck (2526 m),47.21083333,13.61472222,False 
1064,1024. Gamskofel (2526 m),46.63083333,12.90083333,False 
1065,1025. Mont Joly (2525 m),45.82611111,6.69305556,True 
1066,1026. Magerrain (2524 m),47.03305556,9.22,False 
1067,1027. Hocheisspitze (2523 m),47.54694444,12.84333333,False 
1068,1028. Hoher Göll (2522 m),47.59416667,13.06777778,False 
1069,1029. Presolana (2521 m),45.95666667,10.05527778,True 
1070,1030. Monte delle Scale (2521 m),46.5025,10.32666667,False 
1071,1031. Tschuggen (2521 m),46.60027778,7.94972222,False 
1072,1032. Hochjoch (2520 m),47.06611111,9.98805556,False 
1073,1033. Dreispitz (2520 m),46.59277778,7.75972222,False 
1074,1034. Steinwand / Creta Verde (2520 m),46.64277778,12.79222222,False 
1075,1035. Cima di Bri (2520 m),46.30527778,8.88416667,False 
1076,1036. Monte Seleron (2519 m),46.1,9.72888889,False 
1077,1037. Großer Priel (2515 m),47.71694444,14.06333333,False 
1078,1038. Chaiserstock (2515 m),46.92833333,8.72861111,False 
1079,1039. Cima Busa Alta (2513 m),46.24972222,11.60944444,False 
1080,1040. Glanderspitze (2512 m),47.14833333,10.66166667,False 
1081,1041. Pizzo Arera (2512 m),45.93472222,9.81583333,True 
1082,1042. Pizzo Alto (2512 m),46.0775,9.45666667,False 
1083,1043. Großes Ochsenhorn (2511 m),47.53833333,12.66083333,False 
1084,1044. Villanderer Berg (2509 m),46.65861111,11.41888889,False 
1085,1045. Mitterhorn (2506 m),47.54944444,12.62861111,False 
1086,1046. Dormillouse (2505 m),44.40972222,6.38694444,False 
1087,1047. Breithorn (2504 m),47.45694444,12.90277778,False 
1088,1048. Cima di Pape / Cima di Sanson (2503 m),46.33444444,11.92805556,False 
1089,1049. Piz Ledu (2503 m),46.2325,9.32166667,False 
1090,1050. Säntis (2502 m),47.24944444,9.34333333,False 
1091,1051. Großer Pleißlingkeil (2501 m),47.22722222,13.49138889,False 
1092,1052. Marchkopf (2499 m),47.25111111,11.80611111,False 
1093,1053. Castello di Moschesin (2499 m),46.29722222,12.13277778,False 
1094,1054. Monte Croce (2496 m),46.16944444,11.39222222,False 
1095,1055. Mittlere Kreuzspitze (2496 m),47.33611111,10.59277778,False 
1096,1056. Les Grands Moulins (2495 m),45.40722222,6.19833333,True 
1097,1057. Wannig (2493 m),47.33694444,10.86222222,False 
1098,1058. Pizzo Camino (2491 m),45.98166667,10.1775,False 
1099,1059. Fulen (2491 m),46.91861111,8.71472222,False 
1100,1060. Viezzena (2490 m),46.3375,11.67555556,False 
1101,1061. Zanggen / Pala di Santa (2488 m),46.34583333,11.51194444,False 
1102,1062. Creton di Clap Grant  (2487 m),46.52916667,12.67055556,False 
1103,1063. Cima di Pinadee (2486 m),46.51333333,8.97694444,False 
1104,1064. Grand Arc (2484 m),45.56666667,6.36472222,True 
1105,1065. Étale (mountain) (2483 m),45.85,6.44777778,True 
1106,1066. Monte Bertrand (2483 m),44.11777778,7.67527778,False 
1107,1067. Rammelstein (2483 m),46.83444444,12.05305556,False 
1108,1068. Hochkarspitze (2482 m),47.4475,11.35055556,False 
1109,1069. Rauchberg (2480 m),47.30416667,10.75888889,False 
1110,1070. Monte Pramaggiore (2478 m),46.365,12.55333333,False 
1111,1071. Monte Ziolera (2478 m),46.17194444,11.455,False 
1112,1072. Spillgerte (2476 m),46.53666667,7.44666667,True 
1113,1073. Rettelkirchspitze (2475 m),47.25972222,14.12777778,False 
1114,1074. Bivare / Monte Bìvera (2474 m),46.44138889,12.64194444,False 
1115,1075. Greim (2474 m),47.24777778,14.15166667,False 
1116,1076. Monte Rinaldo (2473 m),46.59888889,12.65805556,False 
1117,1077. Pierre Avoi (2473 m),46.11805556,7.20027778,False 
1118,Špik (2473 m),46.44861111,13.81444444,False 
1119,1078. Rappenspitze (2472 m),47.23666667,10.1975,False 
1120,1079. Col Nudo (2471 m),46.2275,12.40277778,False 
1121,1080. Loreakopf (2471 m),47.35416667,10.77166667,False 
1122,1081. Cime de l'Aspre (2471 m),44.17555556,6.80972222,False 
1123,1082. Lungauer Kalkspitze (2471 m),47.27222222,13.62527778,False 
1124,1083. Ochsenkopf  (2470 m),47.27527778,12.07888889,False 
1125,1083. Salzachgeier  (2470 m),47.29361111,12.10361111,False 
1126,1085. Sasso di Bosconero (2468 m),46.33638889,12.26861111,False 
1127,1086. Cima Scanaiol (2467 m),46.215,11.76583333,False 
1128,1087. Gamskarkogel (2467 m),47.16111111,13.15861111,False 
1129,1088. Hauts-Forts (2466 m),46.16861111,6.7775,True 
1130,1089. Pizzo la Scheggia (2466 m),46.18416667,8.41527778,False 
1131,1090. Creta Forata (2462 m),46.5425,12.73583333,False 
1132,1091. Silberspitze (2461 m),47.18416667,10.57277778,False 
1133,1092. Mont Mirantin (2460 m),45.68416667,6.49944444,True 
1134,1092. Pte de la Grande Journée (2460 m),45.6675,6.50111111,True 
1135,1094. Rauchkofel (2460 m),46.61944444,12.88333333,False 
1136,Cima dei Lasteri (2459 m),46.17694444,10.94833333,False 
1137,1095. Große Bischofsmütze (2458 m),47.49388889,13.51111111,False 
1138,1096. Gummfluh (2458 m),46.44055556,7.195,True 
1139,1097. Sonnjoch (2457 m),47.41222222,11.605,False 
1140,1098. Hohniesen (2454 m),46.57722222,7.58333333,False 
1141,Rumer Spitze (2454 m),47.32027778,11.42583333,False 
1142,1099. Rocher Rond (2453 m),44.6975,5.82944444,False 
1143,1100. Gamsjoch (2452 m),47.41833333,11.54888889,False 
1144,1101. Monte Bussaia (2451 m),44.21805556,7.46805556,True 
1145,1102. Pomagagnon (2450 m),46.57388889,12.14027778,False 
1146,1103. Cima Cadi (2449 m),46.22361111,10.29444444,False 
1147,1104. Großer Bösenstein (2448 m),47.44333333,14.40444444,False 
1148,1105. Spitzmauer (2446 m),47.69527778,14.06222222,False 
1149,1106. Monte Spondone (2445 m),45.98055556,9.79472222,True 
1150,1107. Kröndlhorn (2444 m),47.29888889,12.16472222,False 
1151,1108. Monte Siera (2443 m),46.54916667,12.71083333,False 
1152,1109. Eisenhut (2441 m),46.95194444,13.92888889,False 
1153,1110. Mürtschenstock (2441 m),47.07,9.14416667,False 
1154,1111. Großer Rosennock (2440 m),46.8775,13.7125,False 
1155,1112. Schwarzhorn (2439 m),46.33472222,11.45472222,False 
1156,1113. Pte Blanche (2438 m),45.99944444,6.45972222,True 
1157,1114. Gufelstock (2436 m),47.025,9.14666667,False 
1158,Kraxenkogel (2436 m),47.25388889,13.35722222,False 
1159,1115. Altmann (2435 m),47.23944444,9.37166667,False 
1160,1116. Laugenspitze (2434 m),46.53472222,11.08611111,False 
1161,1117. Seehorn (2434 m),46.1825,8.11555556,False 
1162,1118. Deneck (2433 m),47.29111111,14.05,False 
1163,1119. Cornettes de Bise (2432 m),46.3325,6.78472222,True 
1164,1120. Mont de Grange (2432 m),46.2625,6.78083333,True 
1165,1121. Raz de Bec (2431 m),44.66805556,5.98805556,False 
1166,1122. L'Ouillon (2431 m),45.24,6.215,True 
1167,1123. Monte Azzarini (2431 m),46.05972222,9.6425,False 
1168,1124. Raucheck (2430 m),47.49916667,13.22666667,False 
1169,1125. Laliderer Falk (2427 m),47.435,11.51916667,False 
1170,1126. Monte Ferrante (2427 m),45.97472222,10.02861111,False 
1171,1127. Sforniòi di Mezzo (2425 m),46.34861111,12.26722222,False 
1172,1128. Großer Galtenberg (2424 m),47.33666667,11.97638889,False 
1173,1129. Col della Croce (2423 m),46.16527778,11.63861111,False 
1174,1130. Oberwölzer Schoberspitze (2423 m),47.28916667,14.16111111,False 
1175,1131. L'Argentine (2422 m),46.27333333,7.13083333,True 
1176,1132. Monte Cimon (2422 m),46.55138889,12.76305556,False 
1177,1133. Cima di Capezzone (2421 m),45.945,8.20888889,False 
1178,1134. Geierhaupt (2417 m),47.37472222,14.63638889,False 
1179,1135. Monte Alto di Pelsa (2417 m),46.35583333,11.99972222,False 
1180,1136. Ehrwalder Sonnenspitze (2417 m),47.3675,10.92194444,False 
1181,1137. Pizzo Erra (2417 m),46.44111111,8.89083333,False 
1182,1138. Karhorn (2416 m),47.24805556,10.15111111,False 
1183,1139. Hochreichart (2416 m),47.36333333,14.68194444,False 
1184,1140. Hoh Brisen (2413 m),46.8975,8.46583333,False 
1185,1141. Crodon di Tiarfin (2413 m),46.46583333,12.59166667,False 
1186,1142. Schafberg (2413 m),47.16916667,9.95138889,False 
1187,1143. Sassolungo di Cibiana (2413 m),46.35888889,12.28277778,False 
1188,1144. Bleikogel (2411 m),47.51416667,13.29833333,False 
1189,1145. Grignone (2409 m),45.95333333,9.3875,True 
1190,1146. Cima di Pramper  (2409 m),46.29666667,12.16694444,False 
1191,1147. Mont Charvin (2409 m),45.8025,6.42,True 
1192,1148. Kilnprein (2408 m),46.98527778,13.84277778,False 
1193,1149. Monte Pezza (2408 m),46.40583333,11.92055556,False 
1194,1150. Sasso Bianco (2407 m),46.4125,11.95944444,False 
1195,1151. Zirmebenjoch (2407 m),47.29388889,10.53833333,False 
1196,1152. Monte San Lucano (2406 m),46.31083333,11.96,False 
1197,1153. Erlspitze (2405 m),47.32,11.28555556,False 
1198,1154. Cresta di Enghe (2405 m),46.52083333,12.63444444,False 
1199,1155. Saile (2404 m),47.19194444,11.32527778,False 
1200,1156. Bric Costa Rossa (2403 m),44.25083333,7.6,False 
1201,1157. Zitterklapfen (2403 m),47.26805556,9.97111111,False 
1202,1158. Lopa (2402 m),46.37027778,13.49416667,False 
1203,1159. Fundelkopf (2401 m),47.11,9.67638889,False 
1204,1160. Monte Susino (2397 m),45.99055556,10.18666667,False 
1205,1161. Seckauer Zinken (2397 m),47.33916667,14.73611111,False 
1206,1162. Hochkünzelspitze (2397 m),47.27194444,10.03027778,False 
1207,1163. Cima d'Oltro (2397 m),46.22055556,11.90694444,False 
1208,1164. Zirbitzkogel (2396 m),47.06361111,14.56722222,False 
1209,1160. Veliko Špičje (2396 m),46.34361111,13.76666667,False 
1210,1166. Cima di Sette Selle / Sasso Rotto (2396 m),46.12833333,11.39833333,False 
1211,1167. Planjava (2394 m),46.35666667,14.61,False 
1212,1168. Croda di Mezzodi (2394 m),46.53277778,12.57777778,False 
1213,1169. Montagne de Boules (2391 m),44.17388889,6.50055556,False 
1214,1170. Kampspitze (2390 m),47.29388889,13.64277778,False 
1215,1171. Vanil Noir (2389 m),46.52861111,7.14833333,True 
1216,1172. Le Tabor (2389 m),44.97722222,5.85583333,False 
1217,1173. Großer Hochkasten (2389 m),47.67361111,14.0475,False 
1218,1174. Warscheneck (2388 m),47.6525,14.24138889,False 
1219,1175. Elferkopf (2387 m),47.30222222,10.17777778,False 
1220,1176. Gamskögel (2386 m),47.36583333,14.54833333,False 
1221,1177. Gamsberg (2385 m),47.13555556,9.37611111,False 
1222,1178. Roc de Garnesier (2383 m),44.66055556,5.7925,False 
1223,1179. Rudiger (2382 m),47.32916667,10.70166667,False 
1224,1180. Monte Cimone (2379 m),46.42361111,13.38527778,False 
1225,1181. Monte Ponteranica (2378 m),46.02916667,9.59555556,False 
1226,1182. Gartnerwand (2377 m),47.385,10.82111111,False 
1227,1183. Knittelkarspitze (2376 m),47.37555556,10.65111111,False 
1228,1184. Vilan (2376 m),47.01277778,9.60305556,False 
1229,1185. Pizzo di Campel (2376 m),46.33194444,9.26166667,False 
1230,1186. Hochweberspitze (2375 m),47.30888889,14.20055556,False 
1231,1187. Reither Spitze (2374 m),47.32305556,11.23611111,False 
1232,1188. La Croix de Cassini (2373 m),45.07333333,6.13416667,True 
1233,1189. Plenge (2373 m),46.6525,12.90027778,False 
1234,1190. Reißkofel (2371 m),46.68583333,13.14722222,False 
1235,1191. Tschirgant (2370 m),47.24166667,10.79638889,False 
1236,1192. Hohe Pressing (2370 m),46.93777778,13.69222222,False 
1237,1193. Hochtor (2369 m),47.56166667,14.63277778,False 
1238,1194. Monte Pegherolo (2369 m),46.02472222,9.71361111,False 
1239,1195. Gehrenspitze (2367 m),47.38666667,11.135,False 
1240,1196. Großer Rettenstein (2366 m),47.33277778,12.29694444,False 
1241,1197. Croda de R'Ancona (2366 m),46.61416667,12.11777778,False 
1242,1198. Geißstein (2363 m),47.3375,12.49555556,False 
1243,1199. Pusterwalder Hohenwart (2363 m),47.32888889,14.23638889,False 
1244,1200. Niesen (2362 m),46.64611111,7.6525,False 
1245,1201. Wistätthorn (2362 m),46.45416667,7.38638889,True 
1246,Cima Brica (2362 m),46.38027778,12.53361111,False 
1247,1202. Großes Teufelshorn (2361 m),47.48916667,13.03611111,False 
1248,1203. Poncione Piancascia (2360 m),46.29861111,8.73361111,False 
1249,1204. Vigna Soliva (2356 m),46.00694444,9.98694444,False 
1250,1205. Großer Rosszahn (2356 m),47.38722222,10.46888889,False 
1251,1206. Grimming (2351 m),47.52055556,14.01694444,False 
